brand,title,url,autoship_price,price,old_price,rating
Muricin,"
        
          
          
          
            ,
             Ointment for Dogs, 2%, 15 gram
          
        
      ",https://www.chewy.com/muricin-ointment-dogs-2-15-gram/dp/212830,"
              $12.82
            ","
              $13.49
            ","
							
						",2
Droncit,"
        
          
          
          
            ,
             Tablets for Cats, 23-mg, 1 tablet
          
        
      ",https://www.chewy.com/droncit-tablets-cats-23-mg-1-tablet/dp/173177,"
              $2.94
            ","
              $3.10
            ","
							
						",1
Jorvet,"
        
          
          
          
            ,
             Pill Splitter
          
        
      ",https://www.chewy.com/jorvet-pill-splitter/dp/202577,,"
              $4.49
            ","
							
						",8
UltiCare,"
        
          
          
          
            ,
             UltiGuard Safe Pack Pen Needles 29 G x 0.5-in, 100 count
          
        
      ",https://www.chewy.com/ulticare-ultiguard-safe-pack-pen/dp/206419,"
              $25.13
            ","
              $26.45
            ","
							
						",
Bravecto,"
        
          
          
          
            ,
             Plus Topical Solution for Cats, 2.6-6.2 lbs, 1 treatment (Green Box)
          
        
      ",https://www.chewy.com/bravecto-plus-topical-solution-cats/dp/241124,,"
              $39.85
            ","
							
						",1
Timolol,"
        
          
          
          
            ,
             Maleate (Generic) Ophthalmic Solution 0.25%, 10-mL
          
        
      ",https://www.chewy.com/timolol-maleate-generic-ophthalmic/dp/173755,"
              $9.49
            ","
              $9.99
            ","
							
						",
Ciprofloxacin,"
        
          
          
          
            ,
             (Generic) Tablets, 500-mg, 1 tablet
          
        
      ",https://www.chewy.com/ciprofloxacin-generic-tablets-500-mg/dp/173440,"
              $0.14
            ","
              $0.15
            ","
							
						",
RenaKare,"
        
          
          
          
            ,
             (Potassium Gluconate) Gel for Dogs & Cats, 5 oz
          
        
      ",https://www.chewy.com/renakare-potassium-gluconate-gel-dogs/dp/244593,,"
              $12.49
            ","
							
						",2
Prednisolone Compounded,"
        
          
          
          
            ,
             Oral Liquid Tuna Flavored for Dogs & Cats, 10-mg/mL, 30 mL
          
        
      ",https://www.chewy.com/prednisolone-compounded-oral-liquid/dp/272822,"
              $29.43
            ","
              $30.98
            ","
							
						",2
21st Century Essential Pet,"
        
          
          
          
            ,
             Oral Feeding & Medicating Pet Dropper, 2 pack
          
        
      ",https://www.chewy.com/21st-century-essential-pet-oral/dp/188161,"
              $9.79
            ","
              $10.31
            ","
							
						",6
Antirobe,"
        
          
          
          
            ,
             Aquadrops (Clindamycin HCl) Oral Solution for Dogs & Cats, 25 mg/mL, 20-mL
          
        
      ",https://www.chewy.com/antirobe-aquadrops-clindamycin-hcl/dp/173043,,"
              $10.87
            ","
							
						",6
Doxepin,"
        
          
          
          
            ,
             HCl (Generic) Capsules, 50-mg, 1 capsule
          
        
      ",https://www.chewy.com/doxepin-hcl-generic-capsules-50-mg-1/dp/173482,"
              $0.72
            ","
              $0.76
            ","
							
						",
Synotic,"
        
          
          
          
            ,
             Otic Solution for Dogs, 60-mL
          
        
      ",https://www.chewy.com/synotic-otic-solution-dogs-60-ml/dp/173743,"
              $98.47
            ","
              $103.65
            ","
							
						",9
Cisapride Compounded,"
        
          
          
          
            ,
             Capsule for Dogs & Cats, 5-mg, 1 Capsule
          
        
      ",https://www.chewy.com/cisapride-compounded-capsule-dogs/dp/272700,"
              $0.58
            ","
              $0.61
            ","
							
						",
Doxycycline Hyclate Compounded,"
        
          
          
          
            ,
             Oral Liquid Chicken Flavored for Dogs & Cats, 100-mg/mL, 30 mL
          
        
      ",https://www.chewy.com/doxycycline-hyclate-compounded-oral/dp/272956,"
              $29.63
            ","
              $31.19
            ","
							
						",
Bravecto,"
        
          
          
          
            ,
             1-Month Chews for Dogs, 44-88 lbs, (Blue Box), 1 treatment
          
        
      ",https://www.chewy.com/bravecto-1-month-chews-dogs-44-88-lbs/dp/281402,,"
              $19.00
            ","
							
						",
Clomipramine Hydrochloride,"
        
          
          
          
            ,
             (Generic) Tablets, 20-mg, 1 tablet
          
        
      ",https://www.chewy.com/clomipramine-hydrochloride-generic/dp/253949,,"
              $1.57
            ","
							
						",
Viokase-V,"
        
          
          
          
            ,
             Powder for Dogs & Cats, 12-oz
          
        
      ",https://www.chewy.com/viokase-v-powder-dogs-cats-12-oz/dp/173784,,"
              $354.38
            ","
							
						",
Bravecto,"
        
          
          
          
            ,
             1-Month Chews for Dogs, 9.9-22 lbs, (Orange Box), 1 treatment
          
        
      ",https://www.chewy.com/bravecto-1-month-chews-dogs-99-22-lbs/dp/281398,,"
              $19.00
            ","
							
						",
Vetadryl,"
        
          
          
          
            ,
             (Diphenhydramine HCl) Tablets for Dogs & Cats, 10-mg, 250 tablets
          
        
      ",https://www.chewy.com/vetadryl-diphenhydramine-hcl-tablets/dp/176694,,"
              $8.99
            ","
							
						",10
VetriBute,"
        
          
          
          
            ,
             (Phenylbutazone) Paste for Horses, Apple-Flavored, 60-mL syringe
          
        
      ",https://www.chewy.com/vetribute-phenylbutazone-paste-horses/dp/219890,,"
              $26.95
            ","
							
						",1
Vetpen,"
        
          
          
          
            ,
             29 Gauge 12 mm Needles for Dogs & Cats, 100 count
          
        
      ",https://www.chewy.com/vetpen-29-gauge-12-mm-needles-dogs/dp/200766,,"
              $59.40
            ","
							
						",
Ursodiol Compounded,"
        
          
          
          
            ,
             Capsule for Dogs & Cats, 100-mg, 1 Capsule
          
        
      ",https://www.chewy.com/ursodiol-compounded-capsule-dogs-cats/dp/272651,"
              $0.79
            ","
              $0.83
            ","
							
						",
Polyglycan,"
        
          
          
          
            ,
             for Horses 10mL
          
        
      ",https://www.chewy.com/polyglycan-horses-10ml/dp/184184,"
              $81.69
            ","
              $85.99
            ","
							
                $98.63
              
						",
Jorvet,"
        
          
          
          
            ,
             Pill Splitter and Crusher
          
        
      ",https://www.chewy.com/jorvet-pill-splitter-crusher/dp/184944,"
              $23.54
            ","
              $24.78
            ","
							
						",12
Ursodiol Compounded,"
        
          
          
          
            ,
             Oral Liquid Chicken Flavored for Dogs & Cats, 50-mg/mL, 90 mL
          
        
      ",https://www.chewy.com/ursodiol-compounded-oral-liquid/dp/272898,"
              $43.49
            ","
              $45.78
            ","
							
                $57.00
              
						",
Gentamicin,"
        
          
          
          
            ,
             / Betamethasone (Generic) Otic Solution for Dogs & Cats, 15-mL
          
        
      ",https://www.chewy.com/gentamicin-betamethasone-generic-otic/dp/173544,"
              $7.59
            ","
              $7.99
            ","
							
						",2
Vita-Jec,"
        
          
          
          
            ,
             Vitamin B12 for Dogs, Cats & Horses, 1000-mcg, 100-mL
          
        
      ",https://www.chewy.com/vita-jec-vitamin-b12-dogs-cats-horses/dp/201132,"
              $7.59
            ","
              $7.99
            ","
							
						",2
Famotidine Compounded,"
        
          
          
          
            ,
             Oral Liquid Chicken Flavored for Dogs & Cats, 10-mg/mL, 30 mL
          
        
      ",https://www.chewy.com/famotidine-compounded-oral-liquid/dp/272994,"
              $23.70
            ","
              $24.95
            ","
							
						",
Doxycycline,"
        
          
          
          
            ,
             Monohydrate (Generic) Capsules, 50-mg, 1 capsule
          
        
      ",https://www.chewy.com/doxycycline-monohydrate-generic/dp/204702,"
              $0.24
            ","
              $0.25
            ","
							
						",
Glipizide,"
        
          
          
          
            ,
             (Generic) Tablets, 5-mg, 1 tablet
          
        
      ",https://www.chewy.com/glipizide-generic-tablets-5-mg-1/dp/173548,"
              $0.08
            ","
              $0.08
            ","
							
						",1
Minocycline,"
        
          
          
          
            ,
             HCl (Generic) Capsules, 100-mg, 1 capsule
          
        
      ",https://www.chewy.com/minocycline-hcl-generic-capsules-100/dp/173647,"
              $0.36
            ","
              $0.38
            ","
							
						",
Theophylline Compounded,"
        
          
          
          
            ,
             Oral Liquid Chicken Flavored for Dogs & Cats, 50-mg/mL, 30 mL
          
        
      ",https://www.chewy.com/theophylline-compounded-oral-liquid/dp/272979,"
              $37.52
            ","
              $39.50
            ","
							
						",
Miconazole,"
        
          
          
          
            ,
             Nitrate (Generic) Spray 1% for Dogs & Cats, 120-mL
          
        
      ",https://www.chewy.com/miconazole-nitrate-generic-spray-1/dp/173644,"
              $8.70
            ","
              $9.16
            ","
							
						",
Monoject,"
        
          
          
          
            ,
             Insulin Syringes/Needles U-40 28 Gauge x 0.5-in, 1cc, 100 syringes
          
        
      ",https://www.chewy.com/monoject-insulin-syringesneedles-u-40/dp/238580,"
              $19.81
            ","
              $20.85
            ","
							
						",
Zobuxa,"
        
          
          
          
            ,
             (Enrofloxacin) Tablets for Dogs & Cats, 22.7-mg, 1 tablet
          
        
      ",https://www.chewy.com/zobuxa-enrofloxacin-tablets-dogs-cats/dp/173018,"
              $0.62
            ","
              $0.65
            ","
							
						",
Albuterol,"
        
          
          
          
            ,
             Sulfate (Generic) Syrup, 2 mg/5mL, 16-oz
          
        
      ",https://www.chewy.com/albuterol-sulfate-generic-syrup-2/dp/204683,"
              $18.04
            ","
              $18.99
            ","
							
						",2
Trilostane Compounded,"
        
          
          
          
            ,
             Capsule for Dogs & Cats, 20-mg, 1 Capsule
          
        
      ",https://www.chewy.com/trilostane-compounded-capsule-dogs/dp/272596,"
              $0.88
            ","
              $0.93
            ","
							
						",
CheckUp,"
        
          
          
          
            ,
             10-in-1 Dog & Cat Urine Testing Strips, 50 count
          
        
      ",https://www.chewy.com/checkup-10-in-1-dog-cat-urine-testing/dp/283323,,"
              $16.95
            ","
							
						",
Dexasone,"
        
          
          
          
            ,
             (Dexamethasone) Injectable Solution for Horses & Livestock, 2 mg/mL, 100-mL
          
        
      ",https://www.chewy.com/dexasone-dexamethasone-injectable/dp/204696,"
              $11.68
            ","
              $12.29
            ","
							
                $14.10
              
						",1
Dexamethasone,"
        
          
          
          
            ,
             (Generic) Injectable Solution, 2 mg/mL, 100-mL multi-dose vial
          
        
      ",https://www.chewy.com/dexamethasone-generic-injectable/dp/204980,"
              $11.68
            ","
              $12.29
            ","
							
						",1
Estradiol,"
        
          
          
          
            ,
             (Generic) Tablets, 1-mg, 1 tablet
          
        
      ",https://www.chewy.com/estradiol-generic-tablets-1-mg-1/dp/204982,"
              $0.32
            ","
              $0.34
            ","
							
						",2
Osphos,"
        
          
          
          
            ,
             Injectable for Horses 60mg/mL, 15 ml
          
        
      ",https://www.chewy.com/osphos-injectable-horses-60mgml-15-ml/dp/184178,,"
              $227.99
            ","
							
						",1
Bravecto,"
        
          
          
          
            ,
             1-Month Chews for Dogs, 22-44 lbs, (Green Box), 1 treatment
          
        
      ",https://www.chewy.com/bravecto-1-month-chews-dogs-22-44-lbs/dp/281400,,"
              $19.00
            ","
							
						",
Uniprim,"
        
          
          
          
            ,
             Powder for Horses Apple Flavor, 400 gm
          
        
      ",https://www.chewy.com/uniprim-powder-horses-apple-flavor/dp/184086,,"
              $32.49
            ","
							
						",2
Bute,"
        
          
          
          
            ,
             Phenylbutazone (Generic) Tablets for Horses, 1 tablet
          
        
      ",https://www.chewy.com/bute-phenylbutazone-generic-tablets/dp/184093,"
              $0.20
            ","
              $0.21
            ","
							
						",
Vitamin K1,"
        
          
          
          
            ,
             (Generic) Chewable Tablets for Dogs & Cats, 50-mg, 50 chewable tablets
          
        
      ",https://www.chewy.com/vitamin-k1-generic-chewable-tablets/dp/173790,"
              $15.67
            ","
              $16.49
            ","
							
						",
Neogen,"
        
          
          
          
            ,
             Hypodermic 20 Gauge Needles, 1 Inch, 100 count
          
        
      ",https://www.chewy.com/neogen-hypodermic-20-gauge-needles-1/dp/202521,,"
              $11.41
            ","
							
						",1
Cestex,"
        
          
          
          
            ,
             (Epsiprantel) Tablets for Dogs & Cats, 12.5-mg, 1 tablet
          
        
      ",https://www.chewy.com/cestex-epsiprantel-tablets-dogs-cats/dp/173049,,"
              $3.21
            ","
							
						",1
Safe-Guard,"
        
          
          
          
            ,
             Equine Paste Horse Dewormer, 92-gm 10% tube (Not for California)
          
        
      ",https://www.chewy.com/safe-guard-equine-paste-horse/dp/201492,"
              $30.90
            ","
              $32.53
            ","
							
						",1
Potassium Bromide Compounded,"
        
          
          
          
            ,
             Capsule for Dogs & Cats, 500-mg, 1 Capsule
          
        
      ",https://www.chewy.com/potassium-bromide-compounded-capsule/dp/272541,"
              $0.30
            ","
              $0.32
            ","
							
						",
ClindaCure,"
        
          
          
          
            ,
             (Clindamycin Hydrochloride) Oral Drops for Dogs & Cats, 20 mL, 25 mg/mL
          
        
      ",https://www.chewy.com/clindacure-clindamycin-hydrochloride/dp/244598,,"
              $8.79
            ","
							
						",
Jorvet,"
        
          
          
          
            ,
             Pet Pill Gun for Dogs & Cats, 12 Count
          
        
      ",https://www.chewy.com/jorvet-pet-pill-gun-dogs-cats-12/dp/204572,,"
              $30.27
            ","
							
						",6
SMZ TMP,"
        
          
          
          
            ,
             (Generic) Tablets, 800mg/160mg, 1 tablet
          
        
      ",https://www.chewy.com/smz-tmp-generic-tablets-800mg160mg-1/dp/203320,"
              $0.09
            ","
              $0.10
            ","
							
						",
UltiCare,"
        
          
          
          
            ,
             Ulti-Smooth Sterile Lancets for Dogs & Cats, 26-Gauge, 100 count
          
        
      ",https://www.chewy.com/ulticare-ulti-smooth-sterile-lancets/dp/204465,,"
              $4.95
            ","
							
						",
Exel,"
        
          
          
          
            ,
             Comfort Point Insulin Syringes U-40 29 Gauge x 0.5-in, 0.5cc, 10 syringes
          
        
      ",https://www.chewy.com/exel-comfort-point-insulin-syringes-u/dp/238586,,"
              $2.64
            ","
							
						",
Panacur,"
        
          
          
          
            ,
             Granules 22.2% for Dogs, 222 mg/g 1-lb
          
        
      ",https://www.chewy.com/panacur-granules-222-dogs-222-mgg-1/dp/172931,,"
              $489.90
            ","
							
                $612.20
              
						",
Piroxicam Compounded,"
        
          
          
          
            ,
             Oral Liquid Chicken Flavored for Dogs & Cats, 10-mg/mL, 30 mL
          
        
      ",https://www.chewy.com/piroxicam-compounded-oral-liquid/dp/273004,"
              $29.56
            ","
              $31.12
            ","
							
						",
Heartgard,"
        
          
          
          
            ,
             Chewables for Cats, up to 5 lbs, 6 treatments (Red Box)
          
        
      ",https://www.chewy.com/heartgard-chewables-cats-up-to-5-lbs/dp/173226,"
              $37.99
            ","
              $39.99
            ","
							
						",1
Acepromazine,"
        
          
          
          
            ,
             Injectable for Dogs, Cats & Horses, 50-mL Multi-Dose vial
          
        
      ",https://www.chewy.com/acepromazine-injectable-dogs-cats/dp/219888,"
              $21.84
            ","
              $22.99
            ","
							
						",
Fluoxetine HCl  Compounded,"
        
          
          
          
            ,
             Transdermal for Cats, 2-mg/0.1 mL, 3 mL
          
        
      ",https://www.chewy.com/fluoxetine-hcl-compounded-transdermal/dp/273291,"
              $20.90
            ","
              $22.00
            ","
							
						",1
Diphenhydramine HCl Compounded,"
        
          
          
          
            ,
             Oral Liquid Chicken Flavored for Dogs & Cats, 10-mg/mL, 30 mL
          
        
      ",https://www.chewy.com/diphenhydramine-hcl-compounded-oral/dp/273022,"
              $29.29
            ","
              $30.83
            ","
							
						",
Anipryl,"
        
          
          
          
            ,
             (Selegiline HCl) Tablets for Dogs, 30-mg, 30 tablets
          
        
      ",https://www.chewy.com/anipryl-selegiline-hcl-tablets-dogs/dp/173033,,"
              $96.12
            ","
							
                $110.25
              
						",17
Spironolactone,"
        
          
          
          
            ,
             / Hydrochlorothiazide (Generic) Tablets, 25-mg, 1 tablet
          
        
      ",https://www.chewy.com/spironolactone-hydrochlorothiazide/dp/173736,"
              $1.23
            ","
              $1.30
            ","
							
						",
RenaKare,"
        
          
          
          
            ,
             (Potassium Gluconate) Powder for Dogs & Cats, 4 oz
          
        
      ",https://www.chewy.com/renakare-potassium-gluconate-powder/dp/244591,,"
              $14.99
            ","
							
						",
Lisinopril,"
        
          
          
          
            ,
             (Generic) Tablets, 5-mg, 1 tablet
          
        
      ",https://www.chewy.com/lisinopril-generic-tablets-5-mg-1/dp/173611,"
              $0.06
            ","
              $0.06
            ","
							
						",
Rilexine,"
        
          
          
          
            ,
             (Cephalexin) Chewable Tablets for Dogs, 150-mg, 1 tablet
          
        
      ",https://www.chewy.com/rilexine-cephalexin-chewable-tablets/dp/173271,"
              $0.42
            ","
              $0.44
            ","
							
						",
AlphaTRAK,"
        
          
          
          
            ,
             Blood Glucose Lancing Device for Dogs & Cats
          
        
      ",https://www.chewy.com/alphatrak-blood-glucose-lancing/dp/173364,,"
              $11.99
            ","
							
                $13.49
              
						",1
PetTest,"
        
          
          
          
            ,
             U-40 Syringes, 31 Gauge x 5/16-in, 0.3-cc, 100 syringes
          
        
      ",https://www.chewy.com/pettest-u-40-syringes-31-gauge-x-516/dp/284667,"
              $18.99
            ","
              $19.99
            ","
							
						",
Amitriptyline HCl Compounded,"
        
          
          
          
            ,
             Transdermal for Cats, 10-mg/0.1 mL, 3 mL
          
        
      ",https://www.chewy.com/amitriptyline-hcl-compounded/dp/273362,"
              $19.47
            ","
              $20.50
            ","
							
						",
Antirobe,"
        
          
          
          
            ,
             (Clindamycin HCI) Capsules for Dogs, 25-mg, 1 capsule
          
        
      ",https://www.chewy.com/antirobe-clindamycin-hci-capsules/dp/227463,,"
              $0.50
            ","
							
						",
iPet PRO,"
        
          
          
          
            ,
             Blood Glucose Monitoring System Starter Kit for Dogs & Cats
          
        
      ",https://www.chewy.com/ipet-pro-blood-glucose-monitoring/dp/173582,,"
              $35.95
            ","
							
						",1
Enalapril Maleate Compounded,"
        
          
          
          
            ,
             Oral Liquid Chicken Flavored for Dogs & Cats, 5-mg/mL, 30 mL
          
        
      ",https://www.chewy.com/enalapril-maleate-compounded-oral/dp/272873,"
              $33.20
            ","
              $34.95
            ","
							
						",
iPet PRO,"
        
          
          
          
            ,
             Ulti-Thin Sterile Lancets for Dogs & Cats, 28-Gauge, 100 count
          
        
      ",https://www.chewy.com/ipet-pro-ulti-thin-sterile-lancets/dp/176575,"
              $9.45
            ","
              $9.95
            ","
							
                $11.25
              
						",2
Prednisolone Compounded,"
        
          
          
          
            ,
             Transdermal for Cats, 5-mg/0.1 mL, 3 mL
          
        
      ",https://www.chewy.com/prednisolone-compounded-transdermal/dp/273200,"
              $17.10
            ","
              $18.00
            ","
							
						",
Prednisolone Compounded,"
        
          
          
          
            ,
             Capsule for Dogs & Cats, 2-mg, 1 Capsule
          
        
      ",https://www.chewy.com/prednisolone-compounded-capsule-dogs/dp/272567,"
              $0.47
            ","
              $0.49
            ","
							
						",
Equi-bute,"
        
          
          
          
            ,
             Paste for Horses Apple Flavor, 20 gm/60 mL
          
        
      ",https://www.chewy.com/equi-bute-paste-horses-apple-flavor/dp/184088,"
              $25.64
            ","
              $26.99
            ","
							
						",1
Tylosin Tartrate Compounded,"
        
          
          
          
            ,
             Capsule for Dogs & Cats, 350-mg, 1 Capsule
          
        
      ",https://www.chewy.com/tylosin-tartrate-compounded-capsule/dp/272673,"
              $0.48
            ","
              $0.51
            ","
							
						",
Biomox,"
        
          
          
          
            ,
             (Amoxicillin) Oral Suspension for Dogs, 50 mg/mL 15-mL
          
        
      ",https://www.chewy.com/biomox-amoxicillin-oral-suspension/dp/173396,"
              $8.31
            ","
              $8.75
            ","
							
						",
Pilocarpine,"
        
          
          
          
            ,
             (Generic) Ophthalmic Solution 1%, 15-mL
          
        
      ",https://www.chewy.com/pilocarpine-generic-ophthalmic/dp/173685,"
              $96.42
            ","
              $101.50
            ","
							
						",
Hydrocortisone,"
        
          
          
          
            ,
             (Generic) Cream 2.5%, 1 oz
          
        
      ",https://www.chewy.com/hydrocortisone-generic-cream-25-1-oz/dp/173557,"
              $4.74
            ","
              $4.99
            ","
							
                $6.87
              
						",
CheckUp,"
        
          
          
          
            ,
             Urine Blood Dog & Cat Testing Strips, 50 count
          
        
      ",https://www.chewy.com/checkup-urine-blood-dog-cat-testing/dp/212360,,"
              $11.95
            ","
							
                $14.95
              
						",
Primidone,"
        
          
          
          
            ,
             (Generic) Tablets for Dogs, 250-mg, 1 tablet
          
        
      ",https://www.chewy.com/primidone-generic-tablets-dogs-250-mg/dp/173702,"
              $0.21
            ","
              $0.22
            ","
							
						",
Diclofenac,"
        
          
          
          
            ,
             (Generic) Gel 1%, 100-gm tube
          
        
      ",https://www.chewy.com/diclofenac-generic-gel-1-100-gm-tube/dp/231757,,"
              $30.96
            ","
							
						",
Terumo,"
        
          
          
          
            ,
             3cc Luerlock Syringes with 20 Gauge Needles, 1 inch, 100 count
          
        
      ",https://www.chewy.com/terumo-3cc-luerlock-syringes-20-gauge/dp/184404,"
              $23.75
            ","
              $25.00
            ","
							
						",
Piroxicam Compounded,"
        
          
          
          
            ,
             Capsule for Dogs & Cats, 6-mg, 1 Capsule
          
        
      ",https://www.chewy.com/piroxicam-compounded-capsule-dogs/dp/272781,"
              $0.51
            ","
              $0.54
            ","
							
						",
Orbax,"
        
          
          
          
            ,
             Tablets for Dogs & Cats, 22.7-mg, 1 tablet
          
        
      ",https://www.chewy.com/orbax-tablets-dogs-cats-227-mg-1/dp/172923,,"
              $2.43
            ","
							
						",1
Vetameg,"
        
          
          
          
            ,
             (flunixin meglumine) Paste for Horses, 30-g syringe
          
        
      ",https://www.chewy.com/vetameg-flunixin-meglumine-paste/dp/204838,"
              $24.65
            ","
              $25.95
            ","
							
						",1
Bravecto,"
        
          
          
          
            ,
             1-Month Chews for Dogs, 4.4-9.9 lbs, (Yellow Box), 1 treatment
          
        
      ",https://www.chewy.com/bravecto-1-month-chews-dogs-44-99-lbs/dp/281396,,"
              $19.00
            ","
							
						",
Hydralazine,"
        
          
          
          
            ,
             HCl (Generic) Tablets, 10-mg, 1 tablet
          
        
      ",https://www.chewy.com/hydralazine-hcl-generic-tablets-10-mg/dp/173553,"
              $0.06
            ","
              $0.06
            ","
							
						",
Vetivex,"
        
          
          
          
            ,
             Lactated Ringer’s and 5% Dextrose Injection Solution, USP for Dogs, Cats & Horses, 1-L
          
        
      ",https://www.chewy.com/vetivex-lactated-ringers-5-dextrose/dp/208411,"
              $10.89
            ","
              $11.46
            ","
							
						",
Biomox,"
        
          
          
          
            ,
             (Amoxicillin) Tablets for Dogs, 50-mg, 1 tablet
          
        
      ",https://www.chewy.com/biomox-amoxicillin-tablets-dogs-50-mg/dp/173401,"
              $0.24
            ","
              $0.25
            ","
							
						",
Senergy,"
        
          
          
          
            ,
             Topical Solution for Dogs, 40.1 to 85 lbs (Teal Box), 3 treatment
          
        
      ",https://www.chewy.com/senergy-topical-solution-dogs-401-to/dp/269487,"
              $42.55
            ","
              $44.79
            ","
							
						",
Senergy,"
        
          
          
          
            ,
             Topical Solution for Dogs, 10.1 to 20 lbs (Brown Box), 3 treatment
          
        
      ",https://www.chewy.com/senergy-topical-solution-dogs-101-to/dp/269483,"
              $40.47
            ","
              $42.60
            ","
							
						",
Primor,"
        
          
          
          
            ,
             Tablets for Dogs, 600-mg, 1 tablet
          
        
      ",https://www.chewy.com/primor-tablets-dogs-600-mg-1-tablet/dp/173136,,"
              $1.64
            ","
							
						",1
Hydrocortisone,"
        
          
          
          
            ,
             (Generic) Cream 1% for Dogs & Cats, 1-oz
          
        
      ",https://www.chewy.com/hydrocortisone-generic-cream-1-dogs/dp/173555,"
              $2.52
            ","
              $2.65
            ","
							
						",
Oxytocin,"
        
          
          
          
            ,
             (Generic) Injectable for Horses & Livestock, 100-mL
          
        
      ",https://www.chewy.com/oxytocin-generic-injectable-horses/dp/201122,"
              $6.64
            ","
              $6.99
            ","
							
						",
Albuterol,"
        
          
          
          
            ,
             0.083% (Generic) Inhalation Solution 2.5 mg/3 ml, 25 count
          
        
      ",https://www.chewy.com/albuterol-0083-generic-inhalation/dp/210394,"
              $18.04
            ","
              $18.99
            ","
							
						",
Onsior,"
        
          
          
          
            ,
             Tablets for Dogs, 10-mg, 1 tablet
          
        
      ",https://www.chewy.com/onsior-tablets-dogs-10-mg-1-tablet/dp/172999,"
              $0.97
            ","
              $1.02
            ","
							
						",1
Cimetidine,"
        
          
          
          
            ,
             (Generic) Tablets, 200-mg, 1 tablet
          
        
      ",https://www.chewy.com/cimetidine-generic-tablets-200-mg-1/dp/173434,"
              $0.45
            ","
              $0.47
            ","
							
						",
Sodium Chloride,"
        
          
          
          
            ,
             (Generic) Irrigation Solution 0.9%, 500-mL
          
        
      ",https://www.chewy.com/sodium-chloride-generic-irrigation/dp/204769,"
              $7.59
            ","
              $7.99
            ","
							
						",
Senergy,"
        
          
          
          
            ,
             Topical Solution for Puppies and Kittens, up to 5 lbs (Mauve Box), 3 treatment
          
        
      ",https://www.chewy.com/senergy-topical-solution-puppies/dp/269475,"
              $35.08
            ","
              $36.93
            ","
							
                $36.94
              
						",
Aspirin,"
        
          
          
          
            ,
             (Generic) Powder for Horses, 25-lb bucket
          
        
      ",https://www.chewy.com/aspirin-generic-powder-horses-25-lb/dp/203538,"
              $132.86
            ","
              $139.85
            ","
							
						",
Vetpen,"
        
          
          
          
            ,
             Starter Kit for Dogs & Cats, 8 IU
          
        
      ",https://www.chewy.com/vetpen-starter-kit-dogs-cats-8-iu/dp/200768,,"
              $160.30
            ","
							
						",2
Carprieve,"
        
          
          
          
            ,
             (Carprofen) Chewable Tablets, 25 mg, 1 chewable tablet
          
        
      ",https://www.chewy.com/carprieve-carprofen-chewable-tablets/dp/285690,,"
              $0.59
            ","
							
                $20.34
              
						",1
Vitamin K1,"
        
          
          
          
            ,
             (Generic) Capsules for Dogs & Cats, 25-mg, 1 capsule
          
        
      ",https://www.chewy.com/vitamin-k1-generic-capsules-dogs-cats/dp/173786,"
              $0.18
            ","
              $0.19
            ","
							
						",
SwineMate,"
        
          
          
          
            ,
             (Altrenogest) Solution for Pigs, 1000-mL bottle
          
        
      ",https://www.chewy.com/swinemate-altrenogest-solution-pigs/dp/219895,"
              $170.48
            ","
              $179.45
            ","
							
						",
Altren,"
        
          
          
          
            ,
             (Altrenogest) Solution for Horses, 150-mL
          
        
      ",https://www.chewy.com/altren-altrenogest-solution-horses/dp/203311,"
              $30.39
            ","
              $31.99
            ","
							
						",
Tamsulosin Hydrochloride,"
        
          
          
          
            ,
             (Generic) Capsules, 0.4-mg, 1 capsule
          
        
      ",https://www.chewy.com/tamsulosin-hydrochloride-generic/dp/204993,"
              $0.15
            ","
              $0.16
            ","
							
						",
Kenalog,"
        
          
          
          
            ,
             10 Injectable Suspension,10 mg/mL, 5-mL Multi-Dose Vial
          
        
      ",https://www.chewy.com/kenalog-10-injectable-suspension10/dp/204731,"
              $18.04
            ","
              $18.99
            ","
							
						",
Gentamicin,"
        
          
          
          
            ,
             (Generic) Sulfate Solution for Horses, 100 mg/mL, 100-mL
          
        
      ",https://www.chewy.com/gentamicin-generic-sulfate-solution/dp/204708,"
              $28.02
            ","
              $29.49
            ","
							
						",
Terramycin,"
        
          
          
          
            ,
             Ophthalmic Ointment for Dogs, Cats & Horses 3.5-g (California Only)
          
        
      ",https://www.chewy.com/terramycin-ophthalmic-ointment-dogs/dp/173747,,"
              $20.85
            ","
							
						",5
Schirmer,"
        
          
          
          
            ,
             Tear Test for Dogs, 5 packs of 2 strips (10 strips total)
          
        
      ",https://www.chewy.com/schirmer-tear-test-dogs-5-packs-2/dp/186648,,"
              $12.43
            ","
							
						",1
Senergy,"
        
          
          
          
            ,
             Topical Solution for Dogs, 20.1 to 40 lbs (Red Box), 3 treatment
          
        
      ",https://www.chewy.com/senergy-topical-solution-dogs-201-to/dp/269485,"
              $42.49
            ","
              $44.73
            ","
							
                $44.74
              
						",
Etodolac,"
        
          
          
          
            ,
             (Generic) Tablets, 400-mg, 1 tablet
          
        
      ",https://www.chewy.com/etodolac-generic-tablets-400-mg-1/dp/173507,"
              $0.57
            ","
              $0.60
            ","
							
						",
Lantus,"
        
          
          
          
            ,
             SoloStar Insulin Glargine Injection U-100, 3-mL, 5-Prefilled Pens
          
        
      ",https://www.chewy.com/lantus-solostar-insulin-glargine/dp/249900,"
              $566.19
            ","
              $595.99
            ","
							
						",2
